scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
round_robin,32,15,0,1727602.2122680664,313,16276
round_robin,32,15,1,1738284.8884887695,313,16276
round_robin,32,15,2,1727590.976397705,313,16276
round_robin,32,15,3,1727696.6396896362,313,16276
round_robin,32,15,4,1658103.8433441161,313,16276
round_robin,32,15,5,1691291.2907012939,313,16276
round_robin,32,15,6,1701032.709979248,313,16276
round_robin,32,15,7,1638769.6110992432,313,16276
round_robin,32,15,8,1708248.4309204102,313,16276
round_robin,32,15,9,1678156.3583740233,313,16276
round_robin,32,15,10,1720332.007611084,313,16276
round_robin,32,15,11,1682312.8346252441,313,16276
round_robin,32,15,12,1670520.4564121247,313,16276
round_robin,32,15,13,1756480.548779297,313,16276
round_robin,32,15,14,1677173.484411621,313,16276
round_robin,32,15,15,1661291.3798339844,313,16276
round_robin,32,15,16,1695174.815234375,312,16224
round_robin,32,15,17,1607240.7565246583,312,16224
round_robin,32,15,18,1688146.0759765625,312,16224
round_robin,32,15,19,1641795.51727829,312,16224
round_robin,32,15,20,1715361.6694595336,312,16224
round_robin,32,15,21,1659056.8802337646,312,16224
round_robin,32,15,22,1838277.3074096679,312,16224
round_robin,32,15,23,1744639.4189453125,312,16224
round_robin,32,15,24,1691100.4514709474,312,16224
round_robin,32,15,25,1643771.9746032716,312,16224
round_robin,32,15,26,1738939.4195800782,312,16224
round_robin,32,15,27,1680602.6379898072,312,16224
round_robin,32,15,28,1709745.5944274901,312,16224
round_robin,32,15,29,1738849.3576599122,312,16224
round_robin,32,15,30,1703276.3355538964,312,16224
round_robin,32,15,31,1767311.4347961426,312,16224
