scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
max_c_i,16,12,0,5693891.08671875,603,31356
max_c_i,16,12,1,5877102.10234375,622,32344
max_c_i,16,12,2,6091157.39375,648,33696
max_c_i,16,12,3,6096482.0765625,645,33540
max_c_i,16,12,4,5824084.868359375,621,32292
max_c_i,16,12,5,5885716.252734375,628,32656
max_c_i,16,12,6,5964471.6453125,634,32968
max_c_i,16,12,7,5973654.3375,634,32968
max_c_i,16,12,8,5982076.27421875,635,33020
max_c_i,16,12,9,5866015.6078125,623,32396
max_c_i,16,12,10,6010948.949609375,634,32968
max_c_i,16,12,11,5822135.828125,616,32032
max_c_i,16,12,12,6264964.326953125,662,34424
max_c_i,16,12,13,5642908.909375,600,31200
max_c_i,16,12,14,5487369.28828125,582,30264
max_c_i,16,12,15,5750803.66875,613,31876
