scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
proportional_fair,16,18,0,5545446.757421875,632,32864
proportional_fair,16,18,1,5585383.325390625,627,32604
proportional_fair,16,18,2,5549125.18359375,624,32448
proportional_fair,16,18,3,5543025.505859375,627,32604
proportional_fair,16,18,4,5529981.009765625,626,32552
proportional_fair,16,18,5,5550251.5734375,619,32188
proportional_fair,16,18,6,5497376.390625,621,32292
proportional_fair,16,18,7,5520828.687109375,622,32344
proportional_fair,16,18,8,5551852.565234375,619,32188
proportional_fair,16,18,9,5581294.553515625,627,32604
proportional_fair,16,18,10,5539780.92265625,625,32500
proportional_fair,16,18,11,5539147.471484375,624,32448
proportional_fair,16,18,12,5502365.15703125,626,32552
proportional_fair,16,18,13,5556111.094140625,629,32708
proportional_fair,16,18,14,5573876.106640625,622,32344
proportional_fair,16,18,15,5565427.53984375,630,32760
