scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
max_c_i,16,16,0,5945876.44453125,630,32760
max_c_i,16,16,1,5745176.48359375,609,31668
max_c_i,16,16,2,5825978.05390625,616,32032
max_c_i,16,16,3,5762842.00390625,612,31824
max_c_i,16,16,4,5617343.909375,597,31044
max_c_i,16,16,5,5674505.0328125,602,31304
max_c_i,16,16,6,5786221.58203125,612,31824
max_c_i,16,16,7,5953789.23359375,632,32864
max_c_i,16,16,8,5870048.71484375,624,32448
max_c_i,16,16,9,5956281.89140625,634,32968
max_c_i,16,16,10,5664069.953515625,600,31200
max_c_i,16,16,11,6174644.61953125,656,34112
max_c_i,16,16,12,5816152.23125,620,32240
max_c_i,16,16,13,6156993.35078125,656,34112
max_c_i,16,16,14,6108076.491015625,649,33748
max_c_i,16,16,15,6135536.016796875,651,33852
