scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
proportional_fair,32,14,0,2816777.019140625,311,16172
proportional_fair,32,14,1,2771072.92109375,312,16224
proportional_fair,32,14,2,2799135.576953125,313,16276
proportional_fair,32,14,3,2798046.8625,312,16224
proportional_fair,32,14,4,2767890.504296875,312,16224
proportional_fair,32,14,5,2820810.2125,312,16224
proportional_fair,32,14,6,2794551.796972656,314,16328
proportional_fair,32,14,7,2819893.064453125,313,16276
proportional_fair,32,14,8,2793227.240625,314,16328
proportional_fair,32,14,9,2819085.170703125,314,16328
proportional_fair,32,14,10,2792675.196484375,310,16120
proportional_fair,32,14,11,2791973.069140625,312,16224
proportional_fair,32,14,12,2804091.037109375,312,16224
proportional_fair,32,14,13,2812164.2109375,312,16224
proportional_fair,32,14,14,2782433.402734375,312,16224
proportional_fair,32,14,15,2790354.238671875,312,16224
proportional_fair,32,14,16,2773114.140625,312,16224
proportional_fair,32,14,17,2815895.708203125,310,16120
proportional_fair,32,14,18,2779375.664453125,312,16224
proportional_fair,32,14,19,2804286.961328125,314,16328
proportional_fair,32,14,20,2804535.03671875,313,16276
proportional_fair,32,14,21,2796634.446484375,312,16224
proportional_fair,32,14,22,2789561.825,313,16276
proportional_fair,32,14,23,2805737.740234375,311,16172
proportional_fair,32,14,24,2785722.980859375,315,16380
proportional_fair,32,14,25,2773413.839453125,314,16328
proportional_fair,32,14,26,2814446.771875,312,16224
proportional_fair,32,14,27,2771606.94453125,314,16328
proportional_fair,32,14,28,2838074.18671875,312,16224
proportional_fair,32,14,29,2801764.169140625,313,16276
proportional_fair,32,14,30,2793184.4609375,312,16224
proportional_fair,32,14,31,2788471.155859375,314,16328
