scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
max_c_i,32,6,0,2918788.4078125,292,15184
max_c_i,32,6,1,3104717.96484375,312,16224
max_c_i,32,6,2,3088915.23984375,312,16224
max_c_i,32,6,3,3080577.8015625,311,16172
max_c_i,32,6,4,3030482.43046875,303,15756
max_c_i,32,6,5,2916250.42734375,293,15236
max_c_i,32,6,6,2662601.6015625,270,14040
max_c_i,32,6,7,3202379.05234375,324,16848
max_c_i,32,6,8,3119651.91328125,314,16328
max_c_i,32,6,9,2887653.64296875,292,15184
max_c_i,32,6,10,3091886.97734375,312,16224
max_c_i,32,6,11,3046870.36015625,307,15964
max_c_i,32,6,12,3405928.71328125,343,17836
max_c_i,32,6,13,3258118.45,327,17004
max_c_i,32,6,14,3062887.7859375,308,16016
max_c_i,32,6,15,3330024.2640625,336,17472
max_c_i,32,6,16,3063543.10625,310,16120
max_c_i,32,6,17,3343290.01015625,336,17472
max_c_i,32,6,18,3022167.6171875,303,15756
max_c_i,32,6,19,3112138.75625,315,16380
max_c_i,32,6,20,3064805.44375,306,15912
max_c_i,32,6,21,3182161.2953125,320,16640
max_c_i,32,6,22,3149564.7109375,317,16484
max_c_i,32,6,23,3186030.76171875,321,16692
max_c_i,32,6,24,2704918.86171875,274,14248
max_c_i,32,6,25,3246145.67890625,327,17004
max_c_i,32,6,26,3347508.16875,338,17576
max_c_i,32,6,27,3357150.17421875,338,17576
max_c_i,32,6,28,3119038.546875,314,16328
max_c_i,32,6,29,3081014.7421875,311,16172
max_c_i,32,6,30,2990213.134375,302,15704
max_c_i,32,6,31,3094413.5203125,312,16224
