scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
max_c_i,16,5,0,5652654.91328125,597,31044
max_c_i,16,5,1,6223394.29921875,662,34424
max_c_i,16,5,2,6076391.33359375,647,33644
max_c_i,16,5,3,5795340.62265625,618,32136
max_c_i,16,5,4,6110934.08203125,647,33644
max_c_i,16,5,5,5873687.426171875,622,32344
max_c_i,16,5,6,5802346.141796875,619,32188
max_c_i,16,5,7,6319042.8140625,666,34632
max_c_i,16,5,8,5697546.7296875,606,31512
max_c_i,16,5,9,5722453.94140625,604,31408
max_c_i,16,5,10,6023704.436328125,637,33124
max_c_i,16,5,11,5859852.4625,619,32188
max_c_i,16,5,12,5784571.131640625,618,32136
max_c_i,16,5,13,5729476.840625,605,31460
max_c_i,16,5,14,5979300.80859375,629,32708
max_c_i,16,5,15,5690725.8890625,604,31408
