scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
max_c_i,32,12,0,3007442.2796875,304,15808
max_c_i,32,12,1,3321879.13671875,333,17316
max_c_i,32,12,2,2884964.29453125,287,14924
max_c_i,32,12,3,3028120.2296875,305,15860
max_c_i,32,12,4,3112676.13125,313,16276
max_c_i,32,12,5,3099777.59296875,313,16276
max_c_i,32,12,6,3035986.23203125,304,15808
max_c_i,32,12,7,3227976.40859375,324,16848
max_c_i,32,12,8,3169082.78046875,319,16588
max_c_i,32,12,9,3372331.396875,339,17628
max_c_i,32,12,10,3076506.1484375,309,16068
max_c_i,32,12,11,3120954.35625,315,16380
max_c_i,32,12,12,3185603.53671875,321,16692
max_c_i,32,12,13,3183954.9265625,320,16640
max_c_i,32,12,14,3335214.64140625,336,17472
max_c_i,32,12,15,3113218.77734375,313,16276
max_c_i,32,12,16,2824352.921875,284,14768
max_c_i,32,12,17,3111056.06328125,314,16328
max_c_i,32,12,18,3468577.4375,347,18044
max_c_i,32,12,19,3592791.92265625,359,18668
max_c_i,32,12,20,3279378.26171875,330,17160
max_c_i,32,12,21,3097171.2328125,314,16328
max_c_i,32,12,22,2896491.39140625,291,15132
max_c_i,32,12,23,2912084.78359375,293,15236
max_c_i,32,12,24,2731789.23359375,273,14196
max_c_i,32,12,25,3200884.146875,323,16796
max_c_i,32,12,26,3357342.31328125,336,17472
max_c_i,32,12,27,2948567.08515625,295,15340
max_c_i,32,12,28,3072708.80859375,309,16068
max_c_i,32,12,29,3227733.63046875,327,17004
max_c_i,32,12,30,2681057.4796875,269,13988
max_c_i,32,12,31,2793804.8890625,281,14612
