scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
proportional_fair,16,8,0,5530099.734765625,625,32500
proportional_fair,16,8,1,5598490.115234375,630,32760
proportional_fair,16,8,2,5566915.5125,627,32604
proportional_fair,16,8,3,5549219.655078125,625,32500
proportional_fair,16,8,4,5535087.549609375,626,32552
proportional_fair,16,8,5,5542611.503125,623,32396
proportional_fair,16,8,6,5549216.027734375,628,32656
proportional_fair,16,8,7,5547131.5205078125,627,32604
proportional_fair,16,8,8,5508254.935546875,622,32344
proportional_fair,16,8,9,5566201.766015625,627,32604
proportional_fair,16,8,10,5491550.114453125,622,32344
proportional_fair,16,8,11,5518970.490234375,626,32552
proportional_fair,16,8,12,5558907.7125,621,32292
proportional_fair,16,8,13,5549934.9546875,624,32448
proportional_fair,16,8,14,5528526.29921875,625,32500
proportional_fair,16,8,15,5585187.912890625,622,32344
