scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
round_robin,16,1,0,3400097.309246826,625,32500
round_robin,16,1,1,3365675.591809082,625,32500
round_robin,16,1,2,3315698.2116271975,625,32500
round_robin,16,1,3,3489695.2073120116,625,32500
round_robin,16,1,4,3355960.5914733885,625,32500
round_robin,16,1,5,3280585.0472229,625,32500
round_robin,16,1,6,3472331.6897766115,625,32500
round_robin,16,1,7,3313945.9273735047,625,32500
round_robin,16,1,8,3305173.451274872,625,32500
round_robin,16,1,9,3403517.2123779296,625,32500
round_robin,16,1,10,3403513.45328064,625,32500
round_robin,16,1,11,3363243.251776248,625,32500
round_robin,16,1,12,3476859.1020477293,625,32500
round_robin,16,1,13,3546237.004373169,625,32500
round_robin,16,1,14,3353372.1795043945,625,32500
round_robin,16,1,15,3418901.8643585206,625,32500
