scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
max_c_i,16,2,0,5843797.414453125,625,32500
max_c_i,16,2,1,6182175.16484375,656,34112
max_c_i,16,2,2,5197650.52265625,555,28860
max_c_i,16,2,3,6090870.28984375,649,33748
max_c_i,16,2,4,5981614.2078125,638,33176
max_c_i,16,2,5,5864148.765234375,625,32500
max_c_i,16,2,6,5678576.551953125,605,31460
max_c_i,16,2,7,5935255.94140625,633,32916
max_c_i,16,2,8,6340375.143359375,674,35048
max_c_i,16,2,9,6191745.353515625,660,34320
max_c_i,16,2,10,5758789.8015625,615,31980
max_c_i,16,2,11,5667835.73515625,604,31408
max_c_i,16,2,12,6074453.06328125,645,33540
max_c_i,16,2,13,5726955.66484375,606,31512
max_c_i,16,2,14,5234100.958984375,556,28912
max_c_i,16,2,15,6188759.8109375,654,34008
