scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
max_c_i,16,3,0,6048762.14765625,642,33384
max_c_i,16,3,1,5920029.769921875,626,32552
max_c_i,16,3,2,5773958.67421875,615,31980
max_c_i,16,3,3,5847469.03125,622,32344
max_c_i,16,3,4,6181623.22265625,658,34216
max_c_i,16,3,5,6028030.704296875,641,33332
max_c_i,16,3,6,5797010.4234375,615,31980
max_c_i,16,3,7,5991361.98515625,636,33072
max_c_i,16,3,8,5932330.26484375,632,32864
max_c_i,16,3,9,6144183.17109375,654,34008
max_c_i,16,3,10,5361053.69921875,572,29744
max_c_i,16,3,11,5667272.08125,604,31408
max_c_i,16,3,12,5646820.773828125,598,31096
max_c_i,16,3,13,5890573.36171875,622,32344
max_c_i,16,3,14,6109112.272265625,649,33748
max_c_i,16,3,15,5809397.878515625,614,31928
