scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
proportional_fair,32,2,0,2801242.45625,318,16536
proportional_fair,32,2,1,2814760.193359375,312,16224
proportional_fair,32,2,2,2782534.73671875,312,16224
proportional_fair,32,2,3,2795411.65703125,315,16380
proportional_fair,32,2,4,2774053.028515625,312,16224
proportional_fair,32,2,5,2788625.240234375,311,16172
proportional_fair,32,2,6,2803323.256640625,309,16068
proportional_fair,32,2,7,2790552.259375,311,16172
proportional_fair,32,2,8,2785712.604296875,313,16276
proportional_fair,32,2,9,2824024.064453125,314,16328
proportional_fair,32,2,10,2785096.842578125,313,16276
proportional_fair,32,2,11,2773828.048828125,313,16276
proportional_fair,32,2,12,2815941.308203125,311,16172
proportional_fair,32,2,13,2799825.274609375,312,16224
proportional_fair,32,2,14,2775472.6875,315,16380
proportional_fair,32,2,15,2820398.50703125,313,16276
proportional_fair,32,2,16,2794301.4734375,314,16328
proportional_fair,32,2,17,2810422.886328125,311,16172
proportional_fair,32,2,18,2755198.851171875,313,16276
proportional_fair,32,2,19,2795361.06015625,314,16328
proportional_fair,32,2,20,2799168.9171875,310,16120
proportional_fair,32,2,21,2798944.32265625,310,16120
proportional_fair,32,2,22,2780504.96328125,310,16120
proportional_fair,32,2,23,2820020.353515625,314,16328
proportional_fair,32,2,24,2834284.144921875,316,16432
proportional_fair,32,2,25,2794483.565234375,309,16068
proportional_fair,32,2,26,2779214.171875,313,16276
proportional_fair,32,2,27,2774226.18515625,313,16276
proportional_fair,32,2,28,2800843.2984375,311,16172
proportional_fair,32,2,29,2795405.29140625,312,16224
proportional_fair,32,2,30,2803231.014453125,313,16276
proportional_fair,32,2,31,2791648.473828125,313,16276
