scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
round_robin,32,10,0,1694550.3150024414,313,16276
round_robin,32,10,1,1775117.7927734375,313,16276
round_robin,32,10,2,1692164.0126831054,313,16276
round_robin,32,10,3,1653568.3733032227,313,16276
round_robin,32,10,4,1690978.8045654297,313,16276
round_robin,32,10,5,1674788.7993774414,313,16276
round_robin,32,10,6,1768446.3244400024,313,16276
round_robin,32,10,7,1704853.321936035,313,16276
round_robin,32,10,8,1704664.4007889747,313,16276
round_robin,32,10,9,1722420.2020568848,313,16276
round_robin,32,10,10,1697808.802783203,313,16276
round_robin,32,10,11,1700277.4767635346,313,16276
round_robin,32,10,12,1775017.0198791504,313,16276
round_robin,32,10,13,1671549.5632080077,313,16276
round_robin,32,10,14,1591606.1337505342,313,16276
round_robin,32,10,15,1664881.5836212158,313,16276
round_robin,32,10,16,1751765.5481201173,312,16224
round_robin,32,10,17,1772733.6459716796,312,16224
round_robin,32,10,18,1635046.109008789,312,16224
round_robin,32,10,19,1728354.846459961,312,16224
round_robin,32,10,20,1587900.3204956055,312,16224
round_robin,32,10,21,1667947.3531982421,312,16224
round_robin,32,10,22,1736961.2301757813,312,16224
round_robin,32,10,23,1685613.432421875,312,16224
round_robin,32,10,24,1700247.3280822753,312,16224
round_robin,32,10,25,1634792.9321899414,312,16224
round_robin,32,10,26,1676876.6203186035,312,16224
round_robin,32,10,27,1677286.9315429688,312,16224
round_robin,32,10,28,1708732.4776306152,312,16224
round_robin,32,10,29,1718027.8635219573,312,16224
round_robin,32,10,30,1650623.9445800781,312,16224
round_robin,32,10,31,1691554.9732620239,312,16224
