scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
max_c_i,32,18,0,3054761.065625,312,16224
max_c_i,32,18,1,3000045.36328125,302,15704
max_c_i,32,18,2,3262494.4734375,330,17160
max_c_i,32,18,3,3049492.24765625,307,15964
max_c_i,32,18,4,3321301.49765625,336,17472
max_c_i,32,18,5,3645771.875,367,19084
max_c_i,32,18,6,2899741.375,291,15132
max_c_i,32,18,7,2733138.9421875,275,14300
max_c_i,32,18,8,3347321.47421875,338,17576
max_c_i,32,18,9,3097254.078125,313,16276
max_c_i,32,18,10,3162236.3140625,320,16640
max_c_i,32,18,11,3244962.81875,326,16952
max_c_i,32,18,12,2887615.42890625,290,15080
max_c_i,32,18,13,3141742.68671875,317,16484
max_c_i,32,18,14,3109583.928125,314,16328
max_c_i,32,18,15,2909923.665625,292,15184
max_c_i,32,18,16,3090520.65703125,310,16120
max_c_i,32,18,17,3375368.72109375,338,17576
max_c_i,32,18,18,3003928.58515625,303,15756
max_c_i,32,18,19,2831795.05234375,285,14820
max_c_i,32,18,20,3379158.3078125,339,17628
max_c_i,32,18,21,3081252.5109375,308,16016
max_c_i,32,18,22,2764018.975,278,14456
max_c_i,32,18,23,3038993.0828125,306,15912
max_c_i,32,18,24,3038949.53671875,304,15808
max_c_i,32,18,25,2875510.42890625,290,15080
max_c_i,32,18,26,2895911.86796875,292,15184
max_c_i,32,18,27,3339424.325,335,17420
max_c_i,32,18,28,2993237.046875,302,15704
max_c_i,32,18,29,3231939.9078125,327,17004
max_c_i,32,18,30,3248025.70234375,328,17056
max_c_i,32,18,31,3227634.50546875,325,16900
