scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
proportional_fair,32,6,0,2792798.4703125,310,16120
proportional_fair,32,6,1,2818481.692578125,314,16328
proportional_fair,32,6,2,2808073.29140625,314,16328
proportional_fair,32,6,3,2774222.55703125,314,16328
proportional_fair,32,6,4,2769753.794140625,309,16068
proportional_fair,32,6,5,2808137.675390625,310,16120
proportional_fair,32,6,6,2755269.210546875,314,16328
proportional_fair,32,6,7,2814260.0514648436,315,16380
proportional_fair,32,6,8,2820930.880078125,313,16276
proportional_fair,32,6,9,2771918.502734375,311,16172
proportional_fair,32,6,10,2786488.01015625,315,16380
proportional_fair,32,6,11,2798420.17109375,312,16224
proportional_fair,32,6,12,2800838.219140625,314,16328
proportional_fair,32,6,13,2808099.12265625,312,16224
proportional_fair,32,6,14,2787557.84609375,312,16224
proportional_fair,32,6,15,2814937.0296875,313,16276
proportional_fair,32,6,16,2779447.437109375,313,16276
proportional_fair,32,6,17,2822821.8140625,313,16276
proportional_fair,32,6,18,2777774.91640625,313,16276
proportional_fair,32,6,19,2771632.513671875,312,16224
proportional_fair,32,6,20,2829341.221484375,316,16432
proportional_fair,32,6,21,2790562.13984375,312,16224
proportional_fair,32,6,22,2783468.10546875,311,16172
proportional_fair,32,6,23,2802296.172265625,311,16172
proportional_fair,32,6,24,2764249.2671875,317,16484
proportional_fair,32,6,25,2814517.51171875,312,16224
proportional_fair,32,6,26,2797955.948828125,311,16172
proportional_fair,32,6,27,2797495.57109375,310,16120
proportional_fair,32,6,28,2797308.9953125,312,16224
proportional_fair,32,6,29,2777130.304296875,313,16276
proportional_fair,32,6,30,2804426.504296875,311,16172
proportional_fair,32,6,31,2796390.586328125,311,16172
