scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
max_c_i,16,15,0,6311953.95234375,673,34996
max_c_i,16,15,1,5955612.6765625,631,32812
max_c_i,16,15,2,5666807.425,605,31460
max_c_i,16,15,3,5691094.884765625,605,31460
max_c_i,16,15,4,5925285.629296875,630,32760
max_c_i,16,15,5,5909313.37421875,628,32656
max_c_i,16,15,6,5527247.51796875,585,30420
max_c_i,16,15,7,6129970.72421875,653,33956
max_c_i,16,15,8,5795864.8,613,31876
max_c_i,16,15,9,6029083.858203125,644,33488
max_c_i,16,15,10,5891989.671875,627,32604
max_c_i,16,15,11,5570875.04765625,595,30940
max_c_i,16,15,12,6068301.541796875,647,33644
max_c_i,16,15,13,5498536.32890625,581,30212
max_c_i,16,15,14,5883655.9984375,626,32552
max_c_i,16,15,15,6165173.9140625,657,34164
