scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
max_c_i,16,11,0,5936472.694140625,633,32916
max_c_i,16,11,1,5456073.06484375,579,30108
max_c_i,16,11,2,5867304.932421875,625,32500
max_c_i,16,11,3,6021045.854296875,641,33332
max_c_i,16,11,4,5903692.459375,631,32812
max_c_i,16,11,5,5956844.07890625,632,32864
max_c_i,16,11,6,5747186.26171875,610,31720
max_c_i,16,11,7,5927678.2546875,628,32656
max_c_i,16,11,8,5321054.2546875,566,29432
max_c_i,16,11,9,5860347.37421875,624,32448
max_c_i,16,11,10,5845379.85234375,620,32240
max_c_i,16,11,11,6076728.379296875,644,33488
max_c_i,16,11,12,6087238.01953125,647,33644
max_c_i,16,11,13,5986085.282421875,638,33176
max_c_i,16,11,14,5850691.640625,622,32344
max_c_i,16,11,15,6202382.05703125,660,34320
