scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
proportional_fair,32,17,0,2816244.9015625,315,16380
proportional_fair,32,17,1,2777668.848828125,312,16224
proportional_fair,32,17,2,2780450.913671875,312,16224
proportional_fair,32,17,3,2763639.221484375,312,16224
proportional_fair,32,17,4,2793303.9296875,313,16276
proportional_fair,32,17,5,2789593.473828125,314,16328
proportional_fair,32,17,6,2784071.092578125,312,16224
proportional_fair,32,17,7,2761605.2734375,311,16172
proportional_fair,32,17,8,2824027.66171875,313,16276
proportional_fair,32,17,9,2772214.7203125,309,16068
proportional_fair,32,17,10,2810213.76484375,314,16328
proportional_fair,32,17,11,2781396.758203125,310,16120
proportional_fair,32,17,12,2844177.11953125,312,16224
proportional_fair,32,17,13,2842586.053125,313,16276
proportional_fair,32,17,14,2794106.446484375,313,16276
proportional_fair,32,17,15,2809999.7765625,311,16172
proportional_fair,32,17,16,2812742.4015625,313,16276
proportional_fair,32,17,17,2809179.948046875,312,16224
proportional_fair,32,17,18,2797733.721484375,313,16276
proportional_fair,32,17,19,2826861.9890625,314,16328
proportional_fair,32,17,20,2808392.300390625,313,16276
proportional_fair,32,17,21,2822195.314453125,313,16276
proportional_fair,32,17,22,2782894.20390625,312,16224
proportional_fair,32,17,23,2764724.59453125,313,16276
proportional_fair,32,17,24,2802852.0328125,312,16224
proportional_fair,32,17,25,2801426.510546875,313,16276
proportional_fair,32,17,26,2815111.278515625,315,16380
proportional_fair,32,17,27,2807146.879296875,312,16224
proportional_fair,32,17,28,2799753.84765625,313,16276
proportional_fair,32,17,29,2774585.51640625,311,16172
proportional_fair,32,17,30,2803153.389453125,312,16224
proportional_fair,32,17,31,2809248.228515625,313,16276
