scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
round_robin,32,13,0,1740330.3445983888,313,16276
round_robin,32,13,1,1621763.810496521,313,16276
round_robin,32,13,2,1671796.600366211,313,16276
round_robin,32,13,3,1697292.6889297485,313,16276
round_robin,32,13,4,1773164.0253112793,313,16276
round_robin,32,13,5,1665254.183392334,313,16276
round_robin,32,13,6,1734427.7536621094,313,16276
round_robin,32,13,7,1754038.8603881835,313,16276
round_robin,32,13,8,1646699.889666748,313,16276
round_robin,32,13,9,1801772.6678741456,313,16276
round_robin,32,13,10,1726733.5227088928,313,16276
round_robin,32,13,11,1722405.5428710938,313,16276
round_robin,32,13,12,1639597.5150878907,313,16276
round_robin,32,13,13,1732080.7083374024,313,16276
round_robin,32,13,14,1692679.724182129,313,16276
round_robin,32,13,15,1716696.740145874,313,16276
round_robin,32,13,16,1759788.6385009766,312,16224
round_robin,32,13,17,1669317.0502319336,312,16224
round_robin,32,13,18,1706516.8429885865,312,16224
round_robin,32,13,19,1707267.5329723358,312,16224
round_robin,32,13,20,1704990.991394043,312,16224
round_robin,32,13,21,1732131.8742797852,312,16224
round_robin,32,13,22,1632130.6687072753,312,16224
round_robin,32,13,23,1707642.4773620605,312,16224
round_robin,32,13,24,1738595.1220428466,312,16224
round_robin,32,13,25,1744076.5728393556,312,16224
round_robin,32,13,26,1781913.5069335937,312,16224
round_robin,32,13,27,1692738.4828582765,312,16224
round_robin,32,13,28,1706055.4121246338,312,16224
round_robin,32,13,29,1702383.6601318358,312,16224
round_robin,32,13,30,1697855.9412208558,312,16224
round_robin,32,13,31,1758175.2501220703,312,16224
