scheduler,carga,seed,ue_id,throughput_bps,slots_allocated,prbs_allocated
round_robin,16,12,0,3403821.53090477,625,32500
round_robin,16,12,1,3407659.600091553,625,32500
round_robin,16,12,2,3495471.6619888307,625,32500
round_robin,16,12,3,3498563.4042480467,625,32500
round_robin,16,12,4,3395074.2880859375,625,32500
round_robin,16,12,5,3422427.9830352785,625,32500
round_robin,16,12,6,3389742.1770355226,625,32500
round_robin,16,12,7,3496469.4715301516,625,32500
round_robin,16,12,8,3466655.141650391,625,32500
round_robin,16,12,9,3422770.113659668,625,32500
round_robin,16,12,10,3364311.5165100098,625,32500
round_robin,16,12,11,3430112.3153686523,625,32500
round_robin,16,12,12,3418930.453915405,625,32500
round_robin,16,12,13,3359983.6423324584,625,32500
round_robin,16,12,14,3408125.4516464234,625,32500
round_robin,16,12,15,3324485.3760009767,625,32500
