sched,carga,pathloss,alpha,seed,jfi_slots,jfi_throughput,jfi_win,starv_p95,starv_max,throughput_aggregate_bps,throughput_mean_per_ue_bps,thr_5pct,nunca,gini_slots,gini_throughput,slots_vec,thr_vec,j_beta_-3.0,j_beta_-2.0,j_beta_-1.0,j_beta_+0.0,j_beta_+0.5,j_beta_+0.9
PF,32,True,2.0,19,0.9992754054180233,0.9504691025978481,0.9958648859006497,47.0,69,80286664.375,2508958.26171875,1869663.66875,0,0.014462500000000045,0.1276646486757378,"318,310,312,308,313,308,315,329,310,311,310,308,314,329,306,328,312,332,304,303,303,304,315,311,305,305,302,315,306,318,307,329","3005804.250,2523404.250,2434325.250,1974656.000,3011911.750,2127468.250,2861726.500,3505592.750,2325882.000,2351133.000,2147398.000,2396933.250,2811643.250,3436344.000,1910263.625,3452135.750,2329598.000,3609701.500,1858247.125,1896282.500,1864421.000,1873953.125,2916490.750,2361505.000,2016061.875,2068543.125,1874206.750,2932333.000,1874290.750,2982647.500,2000095.250,3551665.250",0.9985276283151967,0.9989043895452686,0.9992754054180233,0.9996406221925639,0.9998210429330413,0.9999643258318567
RR,32,True,2.0,20,0.9999974400065536,0.8790237451512851,1.0,32.0,32,44226092.75,1382065.3984375,958535.546875,0,0.0007999999999999119,0.1780541038751382,"313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312","1278056.625,1770849.125,2534256.000,1140382.750,2538850.250,1499748.375,1338111.000,1252081.000,1148490.500,1407228.625,1002949.438,1145005.500,3100456.750,1010127.062,1212014.750,1107634.000,1113657.750,958931.125,1784999.500,1706820.625,1552942.875,1000606.500,2015834.875,1224762.750,1122193.250,958052.062,953742.125,1067255.750,1064474.125,1105598.875,1083890.750,1026088.062",0.9999948800502435,0.9999961600221183,0.9999974400065536,0.9999987200002728,0.9999993599995904,0.9999998719998506
MaxCI,32,True,2.0,20,0.0931387138559946,0.09117882783706856,0.09285458797920708,34.0,5038,108538654.83886719,3391832.9637145996,0.0,3,0.9023000000000001,0.9059060657659332,"7,117,2530,4,1710,28,14,6,5,27,1,1,4908,2,9,3,0,2,180,66,70,1,285,9,1,0,0,1,2,6,3,2","59907.238,1162600.750,27668394.000,33361.164,18515206.000,252935.391,127801.469,52804.906,41590.043,249233.375,6966.579,7609.078,53991952.000,17026.967,80737.086,24822.607,0.000,18458.535,1801814.875,628805.375,664429.250,7680.608,2919933.750,81302.656,7890.666,0.000,0.000,8764.640,15847.396,50893.145,25030.633,14854.659",0.07854517529045439,0.08368309959305657,0.09313871385599462,0.1247268944542569,0.2201909104825163,0.6536135618674523
PF,32,True,2.0,20,0.9991054409523888,0.9517490868196973,0.9956446789545572,48.0,67,75868239.375,2370882.48046875,1879219.35,0,0.014818750000000103,0.1144629576982159,"309,316,334,306,329,312,315,311,308,315,307,307,345,306,310,303,310,304,319,320,317,303,325,306,309,307,310,306,313,305,306,307","2263095.000,2804644.250,3636309.250,2069870.375,3546065.000,2479826.000,2380233.000,2317823.500,2107685.250,2496612.500,1943585.625,2062432.250,3838813.750,1931390.125,2189454.500,2068542.500,2104000.750,1934839.375,2981140.500,2757841.750,2668894.750,1873389.000,3201856.000,2224633.500,2069222.250,1873765.000,1883682.000,2040303.250,2069210.375,2097743.750,2007368.500,1943965.750",0.9981509658333836,0.9986359189765652,0.999105440952389,0.9995599814512828,0.9997817769712211,0.9999566383954304
RR,32,True,2.0,21,0.9999974400065536,0.8977436449756095,1.0,32.0,32,48282889.125,1508840.28515625,917944.73125,0,0.0007999999999999119,0.1840931411466411,"313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312","1470479.500,2535962.500,891356.750,2388423.500,1904061.625,923059.375,1104253.500,1141374.625,1319327.375,1105751.500,1008886.875,2666037.750,1377914.625,911693.500,1277594.750,1602379.000,1133521.250,1110351.250,1103935.125,2464601.250,1276509.375,2200890.500,1068285.250,1741931.750,1098287.125,1443105.750,1463922.750,1384558.500,1337866.625,1657269.125,2052849.000,2116447.750",0.9999948800502435,0.9999961600221183,0.9999974400065536,0.9999987200002728,0.9999993599995904,0.9999998719998506
MaxCI,32,True,2.0,21,0.1813414134811702,0.17745443533958613,0.17978246795814348,48.0,3541,107482098.57763672,3358815.5805511475,0.0,5,0.82164375,0.82581385092206,"27,2187,0,969,351,1,0,0,14,1,0,2861,14,1,11,75,1,1,1,1405,6,882,0,151,1,22,25,16,12,85,329,551","257096.031,23827282.000,0.000,10411102.000,3651531.250,8523.712,0.000,0.000,131112.156,8506.728,0.000,31286448.000,133219.781,7213.347,97341.727,750613.250,9040.589,8973.505,7570.226,15140336.000,54001.793,9369862.000,0.000,1538515.000,9172.679,213251.641,239856.594,143343.719,116046.477,856399.875,3424289.500,5781449.000",0.14735502709154594,0.15926739356364372,0.18134141348117022,0.23943443172633622,0.3437844775489843,0.6658442920284694
PF,32,True,2.0,21,0.999329729563787,0.9516445470342018,0.9960447987115008,47.0,67,80513269.625,2516039.67578125,1790252.60625,0,0.01393124999999995,0.1267347190468635,"314,330,305,323,319,302,306,306,315,307,308,334,311,306,308,316,306,305,307,326,306,322,304,313,306,309,314,308,310,311,318,325","2530787.250,3549390.500,1758517.875,3369587.750,3088031.000,1784521.125,2003417.125,2172443.000,2396996.750,1996914.750,1944243.875,3646656.000,2373830.750,1794942.000,2239375.750,2740401.750,2047120.625,1991757.250,2141744.000,3469973.000,2281809.000,3361607.250,1993080.250,2908479.000,1944279.500,2460758.500,2535841.500,2334451.000,2474402.250,2769622.250,3152898.500,3255388.500",0.9986381946586307,0.9989866059593079,0.999329729563787,0.9996675346221301,0.9998344357236638,0.9999669941560189
RR,32,True,2.0,22,0.9999974400065536,0.21164267360410727,1.0,32.0,32,11998491.71875,374952.8662109375,103909.011328125,0,0.0007999999999999119,0.592575144853493,"313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312","3344762.000,99308.969,153405.469,147992.172,180414.234,140139.109,132422.859,263270.344,504894.219,123533.234,212694.812,108613.711,105815.102,143509.641,455455.938,132916.219,131116.234,483454.469,104053.008,120526.281,2920081.000,130510.875,117732.914,103733.016,488991.094,113897.641,107904.719,270000.688,163019.688,160690.297,138997.531,194634.234",0.9999948800502435,0.9999961600221183,0.9999974400065536,0.9999987200002728,0.9999993599995904,0.9999998719998506
MaxCI,32,True,2.0,22,0.04140101896055382,0.040876832363414516,0.04144796290394609,7.0,2416,110116421.56542969,3441138.1739196777,0.0,28,0.9597875,0.9602214247105549,"8570,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1427,0,0,0,2,0,0,0,0,0,0,0","95104728.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3844.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15001053.000,0.000,0.000,0.000,6795.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000",0.03837935606364467,0.03929873737639297,0.04140101896055382,0.04721597370889951,0.05508225812984438,0.09160857500099003
PF,32,True,2.0,22,0.994643882478608,0.39383790884037956,0.9874477121826799,59.0,93,24871633.53125,777238.5478515625,335648.1796875,0,0.028087500000000043,0.43100172776931833,"402,305,306,307,303,300,307,310,329,302,314,301,299,307,324,306,302,324,301,298,390,305,298,303,322,299,304,309,308,305,307,303","4485144.000,338095.969,480125.594,441329.219,531451.938,402519.625,377510.219,645085.000,1192528.125,392195.031,630404.688,350950.906,350629.031,415611.000,1098822.625,419722.219,381851.969,1155533.500,323333.062,392663.156,4262431.500,380779.750,382861.656,332656.438,1239101.500,375017.281,376986.312,703426.688,497036.844,492734.656,432025.094,591068.938",0.987829639107382,0.9914365039389011,0.994643882478608,0.9974861033330773,0.9987817656360413,0.9997623257477039
RR,32,True,2.0,23,0.9999974400065536,0.8927712206331399,1.0,32.0,32,47221687.5,1475677.734375,943380.4125,0,0.0007999999999999119,0.18568967028192818,"313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312","1533903.625,954786.000,929440.250,1099709.625,989559.375,1672957.125,2425954.000,1577253.875,1109475.750,1044623.875,1486675.000,2008806.625,1590946.375,1566872.750,1031434.875,1070482.000,1414756.000,1617176.625,1497710.750,906080.250,1565047.250,1033942.250,2799709.750,989283.938,958328.438,2208214.500,1396103.625,2544963.500,1419316.375,1015540.500,2350253.750,1412378.875",0.9999948800502435,0.9999961600221183,0.9999974400065536,0.9999987200002728,0.9999993599995904,0.9999998719998506
MaxCI,32,True,2.0,23,0.14327094208552976,0.13974644680407175,0.14233696785091488,55.0,2634,107780887.84716797,3368152.745223999,0.0,6,0.84574375,0.8503741293031328,"39,0,0,1,1,106,1777,69,2,0,34,471,46,58,1,0,12,75,48,1,54,0,3739,1,0,652,14,1726,16,4,1005,48","376012.125,0.000,0.000,9730.652,9671.030,1072199.000,19304454.000,680033.750,18606.186,0.000,321095.406,5005039.000,458576.500,558229.688,8189.004,0.000,114154.180,749129.625,470069.438,8683.836,526511.125,0.000,41054668.000,8184.963,0.000,6879057.500,129106.023,18693072.000,154656.688,33621.473,10680314.000,457822.656",0.1122898694825441,0.12311903276544536,0.14327094208552976,0.20117688052135382,0.3167024716994715,0.6451066431276231
PF,32,True,2.0,23,0.999269653795434,0.9507237833498309,0.9957051964054447,48.0,71,79536156.25,2485504.8828125,1839367.6375,0,0.013987500000000042,0.12594109371249007,"313,309,304,305,298,311,331,313,309,308,314,319,312,313,309,305,308,314,312,305,313,306,336,305,306,323,311,331,311,307,326,313","2577751.250,1829004.125,1823214.750,1968368.375,1886641.000,2753261.750,3506022.750,2766477.000,2007684.125,1972944.500,2538329.750,3160661.250,2648904.000,2682101.500,1985232.125,1969826.000,2402436.500,2754408.000,2631070.750,1847846.875,2675184.750,1919216.250,3698541.250,2000144.750,1887004.000,3290676.250,2370483.500,3585945.500,2434951.250,1938101.875,3436700.000,2587020.500",0.9985103615255854,0.998893663833586,0.9992696537954341,0.9996384039749276,0.9998200904280742,0.9999641596437596
RR,32,True,2.0,24,0.9999974400065536,0.8920316054160095,1.0,32.0,32,45017002.9375,1406781.341796875,981697.190625,0,0.0007999999999999119,0.17482356587447856,"313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312","1574040.625,1756341.250,1455110.000,1025034.250,1167595.375,2784270.500,999697.438,980300.500,1119555.000,1871753.000,982839.938,1388946.375,891347.938,1348323.250,1234474.750,1450347.625,1215502.500,1082682.125,1071346.250,2216846.250,1073643.625,2890060.500,1081269.625,1110979.875,1788083.000,1293553.875,1090176.750,1052229.875,1551219.875,1986764.125,1048798.375,1433868.500",0.9999948800502435,0.9999961600221183,0.9999974400065536,0.9999987200002728,0.9999993599995904,0.9999998719998506
MaxCI,32,True,2.0,24,0.09270003124213533,0.09027571107266104,0.09227958166156525,49.0,7052,108388502.75146484,3387140.7109832764,0.0,4,0.8972374999999999,0.9016704661337609,"50,115,28,1,3,4533,1,2,2,166,0,16,0,18,15,21,9,2,1,982,2,3470,0,1,212,12,2,0,65,250,3,18","477219.938,1134703.000,265226.844,7453.379,25825.123,49983644.000,8621.345,15383.033,16496.504,1655641.125,0.000,150313.906,0.000,165681.453,131455.188,189422.500,77379.211,16950.689,6443.398,10491373.000,15189.501,37982288.000,0.000,8992.890,2112667.250,109947.953,15576.316,0.000,622207.875,2513146.750,25676.330,163576.250",0.08128876704684442,0.08476804760478672,0.09270003124213534,0.12800110571948214,0.23446797764068122,0.6479283338382263
PF,32,True,2.0,24,0.9991840263567161,0.9540695950725837,0.995625002912078,48.0,65,76903549.0,2403235.90625,1891184.61875,0,0.013737499999999958,0.11623157044985666,"313,315,313,309,308,342,309,305,307,317,303,310,302,314,311,314,310,312,307,327,304,339,306,308,317,308,308,306,313,323,310,310","2666255.750,2863835.500,2534264.750,1906019.375,2147783.000,3753853.000,1873053.250,1935589.000,2094704.625,2918339.000,1911470.500,2430133.750,1796621.875,2394515.250,2302068.000,2408450.750,2164357.750,2043183.875,1956177.875,3401916.500,2039858.375,3767840.750,1966241.000,2068324.750,2993745.500,2334110.750,2064093.625,2025762.000,2646047.750,3085762.250,1998292.125,2410876.750",0.998310568758068,0.998754717034711,0.999184026356716,0.9995989621711322,0.9998011883325673,0.9999605079317435
RR,32,True,2.0,25,0.9999974400065536,0.7843565372910866,1.0,32.0,32,35071830.75,1095994.7109375,613813.2375,0,0.0007999999999999119,0.261671641073727,"313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312","613407.750,701329.188,1466775.375,1162751.125,1123913.500,682233.625,661736.875,3264436.750,769701.250,622220.625,1240128.625,639238.500,801654.125,539602.750,684272.625,1447655.500,1902005.875,635579.750,614145.000,2004739.625,763820.875,916185.688,1703313.250,1082071.375,1956126.750,627051.750,1304529.875,1327245.250,1054855.000,618779.500,1014808.375,1125514.625",0.9999948800502435,0.9999961600221183,0.9999974400065536,0.9999987200002728,0.9999993599995904,0.9999998719998506
MaxCI,32,True,2.0,25,0.041943590554963765,0.04024598638579985,0.041976011034864404,42.0,5464,107967490.1171875,3373984.0661621094,0.0,14,0.94159375,0.9462550930829023,"0,0,76,13,9,0,0,8610,0,0,16,0,2,0,0,49,303,0,0,395,0,6,122,10,315,0,35,26,4,0,3,6","0.000,0.000,678451.938,102629.188,73045.352,0.000,0.000,94957928.000,0.000,0.000,136651.906,0.000,13879.865,0.000,0.000,409142.062,2879622.000,0.000,0.000,3846147.250,0.000,45066.879,1108779.875,82442.641,3037840.500,0.000,287423.688,208829.906,32847.719,0.000,22596.631,44164.719",0.03815147707917472,0.03911140374542284,0.04194359055496376,0.06118399652084076,0.13704072857676267,0.42176098887423846
PF,32,True,2.0,25,0.9987235514034223,0.8999642174615294,0.994547914823014,50.0,71,64162788.0,2005087.125,1336159.09375,0,0.017200000000000104,0.17945940122840365,"303,306,320,314,316,310,303,360,307,303,314,306,310,308,302,318,326,302,300,327,306,313,321,316,323,301,314,311,312,304,312,312","1374124.250,1550354.875,2586451.250,2179432.250,2161925.000,1544423.875,1502792.875,4019605.500,1556920.750,1335221.000,2293867.000,1338228.000,1721853.125,1286429.125,1449519.500,2461059.250,3073162.750,1376267.250,1336926.625,3209535.250,1588755.875,1872676.000,2775284.750,2065398.750,3099399.750,1352023.250,2357957.750,2330423.000,1967034.625,1363505.000,2012835.375,2019394.375",0.9973091839408741,0.9980349045742417,0.9987235514034223,0.9993777514160069,0.9996927191089924,0.9999391447240824
RR,32,True,2.0,26,0.9999974400065536,0.8783418079948211,1.0,32.0,32,46057272.4375,1439289.763671875,913376.328125,0,0.0007999999999999119,0.19779485775569539,"313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312","1755455.750,1066330.875,1830284.125,2835344.750,1092303.500,1179068.875,1204596.500,1772638.375,985839.688,1195642.125,929737.312,1273161.000,815472.062,2181610.000,954707.125,1517415.000,1274927.875,920647.062,1062584.000,1366274.000,1539539.500,1835679.375,2654021.250,2430143.750,1094430.250,932467.688,904489.875,1440867.375,1112932.750,1170868.250,1371740.625,2356051.750",0.9999948800502435,0.9999961600221183,0.9999974400065536,0.9999987200002728,0.9999993599995904,0.9999998719998506
MaxCI,32,True,2.0,26,0.12011436271047496,0.11705562779338105,0.11990238942024867,42.0,7503,108303159.59082031,3384473.7372131348,0.0,8,0.8684875000000001,0.8723628554076968,"199,0,130,4300,2,3,3,178,0,8,0,3,0,752,0,32,14,0,3,17,41,166,2262,1033,2,1,0,28,0,3,9,811","2037403.625,0.000,1308117.000,47414608.000,17344.330,26674.016,25412.676,1826949.125,0.000,68533.609,0.000,27580.580,0.000,8019118.500,0.000,302788.750,126502.453,0.000,24766.064,163164.562,405405.375,1698885.250,24670466.000,11079954.000,17570.738,8770.630,0.000,256636.781,0.000,27352.893,83403.633,8665751.000",0.0937850867799383,0.10238351719929875,0.12011436271047495,0.17312837413500934,0.2746210451394422,0.5858921614910362
PF,32,True,2.0,26,0.9991297180503894,0.94489589134928,0.9956250292703507,48.0,72,77930003.75,2435312.6171875,1775876.18125,0,0.015225000000000044,0.13327860209345244,"315,308,314,340,305,308,310,315,305,306,307,308,299,325,304,315,309,304,312,311,314,318,336,326,308,303,309,316,305,308,310,327","2947508.250,2010242.250,2841673.250,3747265.000,2039313.000,2142107.500,2224788.750,2911593.000,1869984.750,2240004.000,1778495.125,2226446.250,1647649.250,3350011.250,1865911.500,2606061.500,2318454.000,1801356.125,2053449.125,2467783.500,2641948.750,2946335.250,3659871.750,3471129.000,2084611.250,1821229.875,1772675.250,2491868.250,2062321.250,2147024.000,2323103.750,3417788.000",0.9982158251801773,0.9986783133566073,0.9991297180503895,0.9995702155449151,0.9997864341370636,0.9999574977782771
RR,32,True,2.0,27,0.9999974400065536,0.5961573843621639,1.0,32.0,32,31413935.125,981685.47265625,358893.5546875,0,0.0007999999999999119,0.40573674269630766,"313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312","2228594.250,528864.250,518082.062,2738542.250,382249.406,360604.469,698185.000,1277553.000,1978383.125,399324.781,584836.062,438613.656,515318.375,390486.781,889171.938,546751.375,424476.125,429149.531,351522.969,380839.438,1048769.000,889966.188,1918415.875,676813.125,1847198.500,3024859.500,605631.375,383073.844,3012661.750,356802.438,795672.625,792522.062",0.9999948800502435,0.9999961600221183,0.9999974400065536,0.9999987200002728,0.9999993599995904,0.9999998719998506
MaxCI,32,True,2.0,27,0.10806696929106754,0.10732384595316824,0.10751142625747911,22.0,3693,110739086.4375,3460596.451171875,0.0,24,0.89988125,0.9006457529081182,"648,0,0,3078,0,0,0,3,158,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,102,3906,0,0,1923,0,0,0","7115396.000,0.000,0.000,34219968.000,0.000,0.000,0.000,26763.062,1676304.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1933178.000,0.000,1059751.375,43486428.000,0.000,0.000,21221298.000,0.000,0.000,0.000",0.09680676606302491,0.10078092856565482,0.10806696929106753,0.12824135944727252,0.1584531036293931,0.22096392515137356
PF,32,True,2.0,27,0.9970461908368743,0.7628475547395938,0.9927771633240564,52.0,80,56923841.5,1778870.046875,904552.9375,0,0.027924999999999978,0.29093740853184524,"335,303,300,351,300,296,312,322,330,298,300,299,305,298,312,303,302,302,298,303,317,313,326,308,323,358,309,296,356,299,311,315","3424934.750,1203327.125,1193156.875,3832350.250,934206.875,867644.938,1500647.750,2406584.000,3168617.250,957783.562,1273686.125,1073746.250,1278182.750,940806.125,1804066.000,1235816.250,989354.000,1040883.688,905410.750,929280.188,2055382.375,1853712.375,3155134.750,1469937.625,2965080.500,3971775.750,1297893.750,999166.750,3944317.750,903504.500,1667479.250,1679970.625",0.9938385189338231,0.9954741493378998,0.9970461908368743,0.9985546281734777,0.9992851441408578,0.9998582752484083
RR,32,True,2.0,28,0.9999974400065536,0.9418360070311403,1.0,32.0,32,50480129.0,1577504.03125,1159275.36875,0,0.0007999999999999119,0.13429550170127347,"313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312","1189195.250,1679885.750,1328033.625,2278845.250,1227122.750,1589847.000,1122706.625,1605617.250,1414590.625,1989162.625,1635412.625,1995742.375,2420046.250,1600673.625,1614719.625,1979879.625,1210166.625,2100258.000,1688619.750,2659941.250,1232744.375,1307890.125,1490133.750,1301055.500,1760389.125,1259461.625,1206303.750,1346309.375,1090615.750,1278448.500,1258059.500,1618251.125",0.9999948800502435,0.9999961600221183,0.9999974400065536,0.9999987200002728,0.9999993599995904,0.9999998719998506
MaxCI,32,True,2.0,28,0.1929916785693641,0.1862718089532681,0.19098238548155597,85.0,4522,105577716.95703125,3299303.6549072266,27078.10234375,0,0.7765249999999999,0.7844528986679218,"5,176,15,1235,9,93,3,116,22,621,86,490,1855,94,153,467,4,816,201,3085,2,8,31,12,205,9,5,12,3,13,7,147","46425.922,1761323.000,140254.172,13188925.000,83142.430,910880.062,26974.496,1139774.500,208866.547,6497507.500,837701.312,5090106.000,19915860.000,911007.875,1512790.375,4803787.000,39649.082,8576592.000,2013951.625,33390914.000,16880.547,73097.461,298017.062,110958.531,2057147.750,86288.516,45221.844,110813.797,27162.871,120874.109,65233.695,1469587.875",0.14250752527456725,0.15892961234505287,0.1929916785693641,0.29455572757629545,0.4610753487095116,0.8352396164577567
PF,32,True,2.0,28,0.9996084733531571,0.974902756634302,0.9964646179941289,46.0,66,83959976.625,2623749.26953125,2144086.7,0,0.010643750000000063,0.08941564900991006,"307,312,310,322,309,311,304,312,309,318,313,320,327,314,315,316,307,321,317,330,310,308,312,307,313,307,307,308,303,311,308,312","2231050.250,2832455.750,2369059.750,3338055.750,2234693.500,2649146.500,2076185.375,2741136.750,2393773.750,3146790.000,2606717.000,3098371.750,3462063.750,2639038.750,2785380.250,3064277.000,2188546.250,3252336.250,2853045.000,3595854.750,2194217.750,2277652.500,2475131.250,2306795.000,2851863.250,2317004.000,2208958.500,2349939.500,2089747.250,2317696.750,2233634.500,2779358.250",0.9992068944535062,0.9994089493845065,0.9996084733531572,0.9998054838019995,0.9999030524102515,0.999980660036675
RR,32,True,2.0,29,0.9999974400065536,0.802999586716129,1.0,32.0,32,37107772.5,1159617.890625,674636.340625,0,0.0007999999999999119,0.24711992878732492,"313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312","722551.688,724695.000,2471189.250,1561326.375,1163183.750,983545.438,998674.000,1437659.500,785506.938,1737718.750,785139.562,738908.562,1505605.000,809925.500,3186273.500,1633593.000,709324.062,688707.812,1100719.500,696958.500,889712.125,657437.875,1409670.500,1005537.688,1307195.125,738358.500,653981.188,794648.500,1783029.000,826648.375,1854674.500,745673.438",0.9999948800502435,0.9999961600221183,0.9999974400065536,0.9999987200002728,0.9999993599995904,0.9999998719998506
MaxCI,32,True,2.0,29,0.056766718143634945,0.05497105928212443,0.05672821008598886,45.0,3772,108440578.2578125,3388768.0705566406,0.0,10,0.9303812499999999,0.9345074926370245,"1,0,1931,75,7,1,2,36,0,186,0,0,60,0,7155,99,0,1,7,0,3,0,41,2,16,0,1,0,196,1,178,1","7659.391,0.000,20882812.000,688000.688,56798.047,8199.315,16451.568,319227.844,0.000,1810844.500,0.000,0.000,549238.125,0.000,78976544.000,941234.062,0.000,7595.999,59066.117,0.000,22290.301,0.000,356579.031,13748.110,137410.453,0.000,5500.261,0.000,1881369.625,5937.247,1688109.000,5962.574",0.04874585260656079,0.05113239122945097,0.05676671814363495,0.08224634306481707,0.16262307501625228,0.49418378048766687
PF,32,True,2.0,29,0.9988180386857408,0.9105264575635122,0.995165957442661,49.0,73,67127211.0,2097725.34375,1459396.66875,0,0.017212500000000075,0.16737952679875234,"304,307,336,319,314,310,308,315,305,321,312,303,319,305,353,320,307,304,316,302,308,301,317,311,314,306,303,307,323,305,323,302","1562532.000,1581858.250,3586127.000,2660910.000,2150915.250,1931500.375,1866707.750,2451099.250,1561411.000,2880047.000,1659280.125,1534183.375,2601201.500,1760897.875,3945286.000,2816624.500,1502489.625,1525044.625,2129797.500,1464111.375,1845371.125,1426577.875,2532138.000,1972347.250,2322071.250,1531568.875,1453634.250,1657469.000,2994468.250,1680695.875,2982468.500,1556376.375",0.9975403838017867,0.9981917606062518,0.9988180386857409,0.9994203984595104,0.9997129725274405,0.9999430314574119
RR,32,True,2.0,30,0.9999974400065536,0.7891482888090655,1.0,32.0,32,38615531.3125,1206735.353515625,685925.278125,0,0.0007999999999999119,0.2493747934880075,"313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312","1344283.500,2873697.000,722437.312,888855.562,610309.312,789195.062,1230134.625,2640368.750,3214573.250,1650803.875,900283.375,784166.312,1284965.500,1543348.750,723731.062,1020133.562,1082197.250,774639.000,797612.625,1622335.875,918098.938,993537.250,1369500.000,721382.812,1202991.000,1041007.438,687078.938,1205739.125,985450.062,776619.938,684515.250,1531539.000",0.9999948800502435,0.9999961600221183,0.9999974400065536,0.9999987200002728,0.9999993599995904,0.9999998719998506
MaxCI,32,True,2.0,30,0.0872707523006944,0.08617337664787965,0.08698505262077756,12.0,5093,109599302.42773438,3424978.200866699,0.0,11,0.9149687500000001,0.9168338905237232,"14,3915,1,0,0,0,7,1562,4246,76,1,0,5,40,0,1,3,0,1,55,0,4,15,0,6,3,1,5,0,0,0,39","121431.195,43295292.000,6698.213,0.000,0.000,0.000,56374.176,16972638.000,46823180.000,728698.062,7839.534,0.000,41918.312,355142.594,0.000,9317.079,24787.119,0.000,8272.863,510133.875,0.000,32134.020,131133.281,0.000,52698.145,22596.260,7446.035,42089.977,0.000,0.000,0.000,349481.688",0.08139587718012573,0.08340990188616965,0.0872707523006944,0.10159432339900844,0.15624485158681775,0.46181484142469637
PF,32,True,2.0,30,0.998728019993736,0.9127427374742733,0.9948861770004476,49.0,72,68355641.875,2136113.80859375,1446325.50625,0,0.017681250000000093,0.16411876342970477,"318,342,306,309,298,304,316,335,349,322,308,302,314,320,305,313,310,306,306,319,310,309,313,302,313,309,304,311,310,303,302,312","2415232.500,3770265.500,1520803.875,1777000.250,1380215.000,1626183.125,2254433.750,3598775.000,3891159.000,2839456.500,1783937.000,1567739.125,2262148.000,2643532.500,1525592.000,1987350.500,2098831.500,1570244.625,1713635.375,2763908.750,1874088.750,1963216.250,2463287.500,1487423.500,2257626.250,2028921.250,1511418.625,2189949.250,1989995.375,1593325.375,1396094.625,2609851.250",0.997358054709992,0.998055690238788,0.9987280199937357,0.999375843005001,0.9996908259245402,0.9999386246504585
RR,32,True,2.0,31,0.9999974400065536,0.6690944480039024,1.0,32.0,32,30717017.5,959906.796875,451956.621875,0,0.0007999999999999119,0.325616350694794,"313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312","542534.625,444865.438,603492.500,566286.250,1170477.875,530699.562,2031083.125,874557.625,502900.750,3071109.250,1136064.250,1254713.000,900103.375,463336.844,1678760.250,846312.250,457758.500,1147454.250,3195822.500,820090.250,436107.625,728366.875,512312.125,804228.688,757285.250,460267.219,535173.000,482738.188,901279.250,607540.625,832506.562,1420789.625",0.9999948800502435,0.9999961600221183,0.9999974400065536,0.9999987200002728,0.9999993599995904,0.9999998719998506
MaxCI,32,True,2.0,31,0.06580520874865194,0.06514591180223553,0.06561593886714656,7.0,4925,110098158.2290039,3440567.444656372,0.0,20,0.93730625,0.9383041350420229,"0,0,0,0,5,0,301,0,0,5662,3,12,2,0,63,0,0,12,3916,0,0,0,0,0,1,0,0,0,2,0,0,21","0.000,0.000,0.000,0.000,37829.023,0.000,3122160.750,0.000,0.000,62784112.000,21776.793,97161.406,13277.561,0.000,578519.688,0.000,0.000,90850.672,43158596.000,0.000,0.000,0.000,0.000,0.000,6535.706,0.000,0.000,0.000,14022.100,0.000,0.000,173316.531",0.0622864152241806,0.06357809298602117,0.06580520874865194,0.0743089053145606,0.10398868529757033,0.26664714526915534
